Name,Address,Culture,Religion,Language,Services,Postcode,State,Phone,Email,Website,Longitude,Latitude,ID
Living Choice Home Care - SA,177 PIMPALA Road WOODCROFT 5162 SA Australia,NA,NA,NA,NA,5162,SA,6.10873E+11,jbowden@livingchoice.com.au,NA,138.5500062,-35.1022428,181
Continuum Care,3 CARADOC Court GOLDEN GROVE 5125 SA Australia,NA,"Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, English, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5125,SA,6.10883E+11,admin@continuumcare.com.au,http://www.continuumcare.com.au,138.6995775,-34.7956159,182
Resthaven Community Services - Northern,16 GILLINGHAM Road ELIZABETH 5112 SA Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Croatian, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Dutch, Eastern European, Ecuadorian, Egyptian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Filipino, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, German, Ghanaian, Gibraltarian, Gio, Greek, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hungarian, Hutu, I-Kiribati, Icelandic, Igbo, Indian, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Italian, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Lebanese, Liberian, Libyan, Lithuanian, Luxembourg, Macedonian, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Maltese, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polish, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Russian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Serbian, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Ukrainian, Uruguayan, Uzbek, Venezuelan, Vietnamese, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Caodaism, Catholic, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eastern Orthodox, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Faith Churches, Foursquare Gospel Church, Free Reformed, Full Gospel Church, Gnostic Christians, Greek Orthodox, Hinduism, Humanism, Independent Evang. Churches, International Church of Christ, Islam, Jainism, Japanese Religions, Jehovah's Witnesses, Judaism, Latter-day Saints, Liberal Catholic Church, Lutheran, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Oriental Orthodox, Other Christian, Other Protestant, Paganism, Pantheism, Pentecostal, Presbyterian, Presbyterian and Reformed, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Salvation Army, Satanism, Serbian Orthodox, Seventh-day Adventist, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Ukrainian Orthodox, Unitarian, United Pentecostal, Uniting Church, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism","Acholi, Afrikaans, Albanian, Alyawarr (Alyawarra), Amharic, Anyuak/Anuak, Arabic, Arakanese/Rakhinz, Armenian, Arrernte (Aranda), Asante/Ashanti, Assamese, Assyrian, Assyrian (Including Aramaic), Australian Indigenous Lang, Azari, Azerbaijani, Baluchi/Balochi, Bambara, Bari/Beri, Basque, Bassa, Bemba, Bengali/Bangla, Bisaya, Bislama, Bosnian, Breton, Bulgarian, Burarra, Byelorussian, Cantonese, Catalan, Cebuano, Chaldean, Chi-Nyanja/Nyanja, Chichewa/Chewa, Chin, Chin Haka (Dialect of Chin), Chinese, Chinese (All Dialects), Chizigula/Zigula, Coptic, Croatian, Czech, Dan/Gio, Danish, Dari, Dinka, Divehi, Dutch, Dzongkha, Eastern Asian Languages, Eastern European Lang, English, Esperanto, Estonian, Ewe, Falam Chin (Dialect of Chin), Fanti/Fante, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Finnish, Flemish, Foochow (Chinese), French, Fukien (Chinese), Fulani, Fullah, Fulliru, Fuqing, Fur, Fuzhou (Chinese), Gaelic (Ireland), Gaelic (Scotland), Galician, Gan, Georgian, German, Gilbertese, Gio/Dan, Greek, Gro, Gujarati, Hainanese (Chinese), Haitian, Hakka (Chinese), Hakka (Timorese), Harari, Hassani (Dialect of Arabic), Hassaniya (Dialect of Arabic), Hasseniyya (Dialect of Arabic), Hausa, Hawaiian, Hazaragi, Hebrew, Hindi, Hindustani/Hindi-Urdu, Hmong, Hokkien (Chinese), Hungarian, Icelandic, Igbo/Ibo, Ikalanga/Kalanga, Indonesian, Irish, Italian, Japanese, Javanese, Juba/Arabic Pidgin, Kachin, Kakwa, Kalentin, Kannadai/Kannarese, Karen, Karenni/Kayah, Kashmiri, Kazakh, Khmer, Khumi (Dialect of Chin), Ki-Kongo, Ki-Kuyu, Ki-Luba/Luba, Kikuyu, Kingoni, Kinjanda, Kinyarwanda, Kirghiz, Kirundi, Kissi, Kiswahili, Kono, Korean, Kpelle, Krio, Kriol, Kuanua/Tolai, Kuku, Kunama, Kurdish (Badini), Kurdish (Faili), Kurdish (Gorani), Kurdish (Irani/Kurdistani), Kurdish (Kurmanji), Kurdish (Sorani), Kuurinji (Gurindji), Kwa, Lao, Latin, Latvian, Liberian Pidgin, Limba, Lingala, Lisu, Lithuanian, Loko, Loma, Lori, Luganda, Luo, Luwa, Macedonian, Madi, Malagasy, Malayalam, Malaysian/Malay/Cocos Malay, Malinka, Maltese, Mandarin, Mandingo, Mano, Maori, Mara (Dialect of Chin), Marathi, Maru, Mashi, Matu (Dialect of Chin), Mauritian Creole, Mende, Mina, Mizo Chin (Dialect of Chin), Moldavian, Mon, Mongolian, Moru, Motu, Mundari, Myanmar (Burmese), Nauruan, Ndebele/Jindebele, Nepali, Netherlandic, Non Verbal, Northern European Lang, Norwegian, Not Stated/Inadequately Desc, Nubia, Nuer, Nyagwara, Oriya/Odia, Oromo, Other, Other African Languages, Other Asian Languages, Other European Languages, Other Languages, Other Oceanic Languages, Ov-Ambo, Papiamento, Pashtu/Pashto, Pedi/Northern Soto, Pidgin/Neo-Melanesian, Pintupi, Pitjantjatjara, Pojulu, Polish, Portuguese, Pukapuka, Pulaar, Punjabi, Pwo Karen (Dialect of Karen), Quechua, Rajasthani, Rohingya (Myanmar), Rohinya (Cook Islands), Romanian, Romansch, Romany, Russian, Saho, Samoan, Sanskrit, Sardinian, Serbian, Setswana, Sgaw Karen (Dialect of Karen), Shan, Shanghainese, Shilenge, Shiluk, Shona/Chishona, Sichuan, Sidamic, Sindhi, Sinhalese, Siym (Dialect of Chin), Slovak, Slovene, Somali, Sotho, Southeast Asian Languages, Southern Asian Languages, Southern European Lang, Spanish, Sudanese Arabic, Sukuma, Susu, Sw Asian/N African Lang, Swahili/Ki-Swahili, Swazi, Swedish, Syriac, Tajik, Tamil, Tartar, Tedim Chin (Dialect of Chin), Telugu, Temne, Teo Chiew (Chinese), Tetum (Timorese), Thai, Tibetan, Tigre, Tigrinya, Tiv, Tiwi, Tokelauan, Tongan, Tshiluba, Tsonga, Turkish, Turkmen, Twi, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Walmajarri (Walmadjari), Warlpiri, Watchi, Welsh, Wendish, Wik-Mungkan, Wolof, Xhosa, Yalunka, Yiddish, Yoruba, Yugoslavian, Zande, Zomi (Dialect of Chin), Zonot (Dialect of Chin), Zulu","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5112,SA,6.10883E+11,northerncs@resthaven.asn.au,http://www.resthaven.asn.au/living-at-home/home-care-overview/,138.6673299,-34.7147157,183
"AnglicareSA Home Care Yorke, Lower North & Barossa",35 BLAMEY Road ELIZABETH EAST 5112 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5112,SA,6.118E+11,eugena.knight@anglicaresa.com.au,http://www.anglicaresa.com.au,138.681761,-34.7329771,184
Rembrandt Living Home Care Packages,19-21 GREENFIELDS Drive GREEN FIELDS 5107 SA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5107,SA,6181980300,homecare@rembrandtliving.org.au,http://rembrandtliving.org.au,138.6063217,-34.7996142,185
KompleteCare Community & Home Care Services,Suite 5 977 NORTH EAST Road MODBURY 5092 SA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church",NA,"Continence Advisory, Dementia, In-home respite care, Mobility, People with terminal illness, Wellness and reablement",5092,SA,6.10883E+11,linda@kompletecare.com.au,http://kompletecare.com.au,138.686805,-34.8311351,186
LHI Retirement Services (Lutheran Homes) Hope Valley Home Care Packages,1215-1217 Grand Junction Road HOPE VALLEY 5090 SA Australia,"German, Italian","Lutheran, Other Christian, Other Protestant",NA,"Dementia, Wellness and reablement",5090,SA,6.10883E+11,hcpcoordinator@lhi.org.au,http://ww.lhi.org.au,138.6987238,-34.8418756,187
Resthaven Community Services - Manningham,111 HAMPSTEAD Road MANNINGHAM 5086 SA Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Croatian, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Dutch, Eastern European, Ecuadorian, Egyptian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Filipino, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, German, Ghanaian, Gibraltarian, Gio, Greek, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hungarian, Hutu, I-Kiribati, Icelandic, Igbo, Indian, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Italian, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Lebanese, Liberian, Libyan, Lithuanian, Luxembourg, Macedonian, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Maltese, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polish, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Russian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Serbian, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Ukrainian, Uruguayan, Uzbek, Venezuelan, Vietnamese, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Caodaism, Catholic, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eastern Orthodox, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Faith Churches, Foursquare Gospel Church, Free Reformed, Full Gospel Church, Gnostic Christians, Greek Orthodox, Hinduism, Humanism, Independent Evang. Churches, International Church of Christ, Islam, Jainism, Japanese Religions, Jehovah's Witnesses, Judaism, Latter-day Saints, Liberal Catholic Church, Lutheran, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Oriental Orthodox, Other Christian, Other Protestant, Paganism, Pantheism, Pentecostal, Presbyterian, Presbyterian and Reformed, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Salvation Army, Satanism, Serbian Orthodox, Seventh-day Adventist, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Ukrainian Orthodox, Unitarian, United Pentecostal, Uniting Church, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism","Acholi, Afrikaans, Albanian, Alyawarr (Alyawarra), Amharic, Anyuak/Anuak, Arabic, Arakanese/Rakhinz, Armenian, Arrernte (Aranda), Asante/Ashanti, Assamese, Assyrian, Assyrian (Including Aramaic), Australian Indigenous Lang, Azari, Azerbaijani, Baluchi/Balochi, Bambara, Bari/Beri, Basque, Bassa, Bemba, Bengali/Bangla, Bisaya, Bislama, Bosnian, Breton, Bulgarian, Burarra, Byelorussian, Cantonese, Catalan, Cebuano, Chaldean, Chi-Nyanja/Nyanja, Chichewa/Chewa, Chin, Chin Haka (Dialect of Chin), Chinese, Chinese (All Dialects), Chizigula/Zigula, Coptic, Croatian, Czech, Dan/Gio, Danish, Dari, Dinka, Divehi, Dutch, Dzongkha, Eastern Asian Languages, Eastern European Lang, English, Esperanto, Estonian, Ewe, Falam Chin (Dialect of Chin), Fanti/Fante, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Finnish, Flemish, Foochow (Chinese), French, Fukien (Chinese), Fulani, Fullah, Fulliru, Fuqing, Fur, Fuzhou (Chinese), Gaelic (Ireland), Gaelic (Scotland), Galician, Gan, Georgian, German, Gilbertese, Gio/Dan, Greek, Gro, Gujarati, Hainanese (Chinese), Haitian, Hakka (Chinese), Hakka (Timorese), Harari, Hassani (Dialect of Arabic), Hassaniya (Dialect of Arabic), Hasseniyya (Dialect of Arabic), Hausa, Hawaiian, Hazaragi, Hebrew, Hindi, Hindustani/Hindi-Urdu, Hmong, Hokkien (Chinese), Hungarian, Icelandic, Igbo/Ibo, Ikalanga/Kalanga, Indonesian, Irish, Italian, Japanese, Javanese, Juba/Arabic Pidgin, Kachin, Kakwa, Kalentin, Kannadai/Kannarese, Karen, Karenni/Kayah, Kashmiri, Kazakh, Khmer, Khumi (Dialect of Chin), Ki-Kongo, Ki-Kuyu, Ki-Luba/Luba, Kikuyu, Kingoni, Kinjanda, Kinyarwanda, Kirghiz, Kirundi, Kissi, Kiswahili, Kono, Korean, Kpelle, Krio, Kriol, Kuanua/Tolai, Kuku, Kunama, Kurdish (Badini), Kurdish (Faili), Kurdish (Gorani), Kurdish (Irani/Kurdistani), Kurdish (Kurmanji), Kurdish (Sorani), Kuurinji (Gurindji), Kwa, Lao, Latin, Latvian, Liberian Pidgin, Limba, Lingala, Lisu, Lithuanian, Loko, Loma, Lori, Luganda, Luo, Luwa, Macedonian, Madi, Malagasy, Malayalam, Malaysian/Malay/Cocos Malay, Malinka, Maltese, Mandarin, Mandingo, Mano, Maori, Mara (Dialect of Chin), Marathi, Maru, Mashi, Matu (Dialect of Chin), Mauritian Creole, Mende, Mina, Mizo Chin (Dialect of Chin), Moldavian, Mon, Mongolian, Moru, Motu, Mundari, Myanmar (Burmese), Nauruan, Ndebele/Jindebele, Nepali, Netherlandic, Non Verbal, Northern European Lang, Norwegian, Not Stated/Inadequately Desc, Nubia, Nuer, Nyagwara, Oriya/Odia, Oromo, Other, Other African Languages, Other Asian Languages, Other European Languages, Other Languages, Other Oceanic Languages, Ov-Ambo, Papiamento, Pashtu/Pashto, Pedi/Northern Soto, Pidgin/Neo-Melanesian, Pintupi, Pitjantjatjara, Pojulu, Polish, Portuguese, Pukapuka, Pulaar, Punjabi, Pwo Karen (Dialect of Karen), Quechua, Rajasthani, Rohingya (Myanmar), Rohinya (Cook Islands), Romanian, Romansch, Romany, Russian, Saho, Samoan, Sanskrit, Sardinian, Serbian, Setswana, Sgaw Karen (Dialect of Karen), Shan, Shanghainese, Shilenge, Shiluk, Shona/Chishona, Sichuan, Sidamic, Sindhi, Sinhalese, Siym (Dialect of Chin), Slovak, Slovene, Somali, Sotho, Southeast Asian Languages, Southern Asian Languages, Southern European Lang, Spanish, Sudanese Arabic, Sukuma, Susu, Sw Asian/N African Lang, Swahili/Ki-Swahili, Swazi, Swedish, Syriac, Tajik, Tamil, Tartar, Tedim Chin (Dialect of Chin), Telugu, Temne, Teo Chiew (Chinese), Tetum (Timorese), Thai, Tibetan, Tigre, Tigrinya, Tiv, Tiwi, Tokelauan, Tongan, Tshiluba, Tsonga, Turkish, Turkmen, Twi, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Walmajarri (Walmadjari), Warlpiri, Watchi, Welsh, Wendish, Wik-Mungkan, Wolof, Xhosa, Yalunka, Yiddish, Yoruba, Yugoslavian, Zande, Zomi (Dialect of Chin), Zonot (Dialect of Chin), Zulu","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5086,SA,6.10883E+11,pecs@resthaven.asn.au,http://www.resthaven.asn.au/living-at-home/home-care-overview/,138.619449,-34.8728606,188
Uniting Communities - Home Care Packages,332 REGENCY Road PROSPECT 5082 SA Australia,"Bosnian, Burundian, Chinese, Croatian, Dutch, Egyptian, English, Filipino, German, Hungarian, Indian, Italian, Lebanese, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese",NA,"Arabic, Bosnian, Cantonese, Chinese, Chinese (All Dialects), Croatian, Czech, English, Farsi (Persian), Filipino/Tagalog, French, German, Hebrew, Hindi, Hungarian, Kirundi, Lao, Malaysian/Malay/Cocos Malay, Maltese, Mandarin, Nepali, Polish, Russian, Serbian, Swahili/Ki-Swahili, Tamil, Thai, Ukrainian, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5082,SA,6.11801E+11,agedcarereferrals@unitingcommunities.org,http://www.unitingcommunities.org/home-care-packages,138.584791,-34.874163,189
CCH Home Care Packages,156 MAIN NORTH Road PROSPECT 5082 SA Australia,NA,NA,NA,NA,5082,SA,6.10884E+11,mwittwer@claytonhomes.com.au,http://www.claytonhomes.com.au,138.6023409,-34.885383,190
Adelaide Quality Care Pty Ltd,201 WALKERVILLE Terrace WALKERVILLE 5081 SA Australia,"Chinese, Filipino, German, Greek, Indian, Italian, Polish","Anglican, Buddhism, Catholic, Lutheran, Uniting Church",NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5081,SA,6.11801E+11,info@adelaidequalitycare.com,http://adelaidequalitycare.com.au,138.6235594,-34.8905246,191
Direct Care Home Care Packages Adelaide,510 LOWER NORTH EAST Road CAMPBELLTOWN 5074 SA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Madi (Ma'di), Malawian, Malay, Malayali, Maldivian, Maltese, Mandinka, Masai, Mauritian, Mayan, Mexican, Mongolian, Mozambican, Namibian, Nicaraguan, Nigerian, Polish, Russian, Serbian, Sri Lankan, Tahitian, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Afrikaans, Albanian, Arabic, Armenian, Assyrian (Including Aramaic), Bulgarian, Cantonese, Catalan, Chinese, Chinese (All Dialects), Coptic, Croatian, Czech, Danish, Dutch, Esperanto, Estonian, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Finnish, French, German, Greek, Hainanese (Chinese), Hindi, Hindustani/Hindi-Urdu, Indonesian, Italian, Japanese, Javanese, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5074,SA,6.10883E+11,teresas@directcare.com.au,http://directcare.com.au,138.6575524,-34.8882661,192
FHSS Home Care Packages,366 PAYNEHAM Road PAYNEHAM 5070 SA Australia,"Australian, Australian Aboriginal, British, French, Greek, Italian, Spanish",NA,"English, Greek, Italian, Spanish","Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, People with terminal illness, Vision, Wellness and reablement",5070,SA,6.10883E+11,finance@fhss.com.au,http://www.fhss.com.au,138.6411111,-34.8957218,193
JCS Home Care Packages,227 PAYNEHAM Road JOSLIN 5070 SA Australia,Jewish,Judaism,"Hebrew, Russian","Dementia, In-home respite care, Wellness and reablement",5070,SA,6.10884E+11,contact@jcssa.asn.au,http://www.jcssa.asn.au,138.6317568,-34.90432,194
Gabeth Pty Ltd,204 PORTRUSH Road TRINITY GARDENS 5068 SA Australia,"Australian, Chinese, Filipino, French, German, Greek, Italian, Malay, Maltese, Spanish",NA,"Chinese, English, Filipino/Tagalog, French, German, Greek, Italian, Lithuanian, Malaysian/Malay/Cocos Malay, Maltese, Mandarin, Spanish","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5068,SA,6.10403E+11,moti.naral@gabeth.com.au,NA,138.6407283,-34.9129209,195
